,Player Info,,,,,,,,,,Physical Ratings,,,,,,,Ball Carrier Ratings,,,,,,,Receiving Ratings,,,,,,,Passer Ratings,,,,,,,,Blocking Ratings,,,,,,,,Tackling Ratings,,,Coverage Ratings,,,,Pass Rush Ratings,,,Special Teams Ratings,,,Injury Ratings,,,Contract Info,,Misc Info,,,,,,,,,,,,
1510,Eagles,HB,HB_PowerBack,24,Jordan,Howard,26,72,232,66,87,87,82,77,80,84,64,91,74,81,72,81,77,78,66,54,48,58,59,52,45,28,22,18,16,18,16,11,22,40,34,33,64,43,39,32,34,39,21,31,14,19,16,20,11,12,26,21,20,42,89,87,75,"$850,000 ",$0 ,Default Stride High and Tight,34640,5,Right,Indiana,8060,13,17580,Jordan Howard,HowardJordan_17580,launch-ratings,published,
1511,Eagles,DT,DT_RunStopper,72,Marlon,Tuipulotu,22,74,307,66,70,77,61,57,87,75,64,37,18,19,17,29,28,19,33,17,17,14,10,5,3,10,6,6,6,10,6,6,12,52,51,53,53,54,52,82,50,71,76,78,15,20,15,66,63,54,72,21,16,10,79,87,86,"$3,490,000 ","$180,000 ",Long Stride Loose,36312,0,Right,USC,796,13,21528,Marlon Tuipulotu,TuipulotuMarlon_21528,launch-ratings,published,
1512,Eagles,QB,QB_FieldGeneral,10,Nick,Mullens,26,73,190,66,75,85,73,73,57,76,68,58,49,64,60,42,51,58,34,25,32,24,21,16,10,84,85,79,78,80,80,79,52,28,20,20,16,25,15,38,28,26,28,19,15,20,10,15,10,26,29,18,13,10,77,85,95,"$970,000 ",$0 ,Default Stride Loose,34779,4,Right,Southern Miss,9870,13,13834,Nick Mullens,MullensNick_13834,launch-ratings,published,
1513,Eagles,WR,WR_DeepThreat,16,Quez,Watkins,23,72,193,66,94,90,86,84,41,87,65,68,74,75,73,36,50,80,80,78,78,63,69,69,67,24,15,10,6,16,18,6,27,41,32,23,27,10,10,41,24,29,21,38,12,16,13,16,10,10,20,16,12,79,83,88,78,"$3,300,000 ","$160,000 ",Short Stride Default,35955,1,Right,Southern Miss,651,13,20945,Quez Watkins,WatkinsQuez_20945,launch-ratings,published,
1514,Eagles,MLB,MLB_RunStopper,57,T.J.,Edwards,25,73,242,66,77,82,82,75,72,79,68,65,31,30,25,47,50,35,64,52,48,12,15,5,5,42,39,36,32,33,41,28,31,45,45,45,45,45,45,76,17,81,79,80,53,59,44,66,62,55,70,20,20,10,86,90,85,"$1,760,000 ",$0 ,Default Stride Loose,35289,2,Right,Wisconsin,9449,13,20591,T.J. Edwards,EdwardsTJ_20591,launch-ratings,published,
1515,Steelers,C,C_PassProtector,67,B.J.,Finney,29,76,318,66,62,72,66,49,82,62,77,39,6,10,10,24,10,10,35,10,12,12,10,5,5,26,6,6,6,10,6,6,12,64,66,62,73,75,71,82,57,35,12,30,12,12,10,10,10,10,10,22,22,10,84,92,83,"$850,000 ","$140,000 ",Default Stride Awkward,33537,6,Right,Kansas State,7114,29,2521,B.J. Finney,FinneyBJ_2521,launch-ratings,published,
1516,Steelers,MLB,MLB_RunStopper,51,Buddy,Johnson,22,73,240,66,86,88,73,65,75,91,67,59,37,45,39,48,41,47,61,42,49,38,36,33,31,51,41,29,26,33,37,32,39,45,45,45,45,45,45,72,36,79,83,82,53,60,38,67,49,46,65,19,15,10,85,90,87,"$3,490,000 ","$480,000 ",Default Stride Loose,36218,0,Right,Texas AM,981,29,21901,Buddy Johnson,JohnsonBuddy_21901,launch-ratings,published,
1517,Steelers,LOLB,OLB_PowerRusher,49,Cassius,Marsh Sr,29,76,254,66,80,84,78,68,71,78,74,55,15,46,40,60,52,45,46,32,31,15,10,3,2,25,6,6,6,12,6,6,12,45,45,45,45,45,45,82,12,72,82,79,31,38,25,67,73,64,64,20,21,10,81,92,85,"$850,000 ","$100,000 ",Default Stride Loose,33792,7,Right,UCLA,6508,29,2123,Cassius Marsh Sr,MarshCassius_2123,launch-ratings,published,
1518,Steelers,DT,DT_RunStopper,96,Isaiah,Buggs,25,75,295,66,67,79,60,54,83,63,70,40,24,28,31,35,40,39,36,20,25,31,15,8,4,20,6,6,6,10,6,6,12,45,45,45,45,45,45,79,18,77,74,76,20,28,37,69,69,57,70,20,20,10,71,88,81,"$2,540,000 ","$160,000 ",Default Stride Awkward,35301,2,Right,Alabama,9404,29,20405,Isaiah Buggs,BuggsIsaiah_20405,launch-ratings,published,
1519,Steelers,C,C_Agile,53,Kendrick,Green,22,74,315,66,76,84,58,58,88,85,73,29,9,10,10,25,12,13,23,15,16,15,10,5,5,25,6,6,6,11,6,6,12,70,68,72,64,63,65,90,87,48,33,41,12,12,10,26,45,24,48,11,11,10,83,94,80,"$4,875,766 ","$900,000 ",Long Stride Default,36151,0,Right,Illinois,718,29,21550,Kendrick Green,GreenKendrick_21550,launch-ratings,published,
1520,49ers,CB,CB_MantoMan,20,Ambry,Thomas,21,72,189,66,92,90,80,79,61,90,61,54,44,80,70,24,28,68,64,49,63,35,25,15,10,10,6,6,6,13,6,6,10,35,35,35,35,35,35,50,17,61,63,69,67,62,75,62,33,37,46,15,12,74,87,90,86,"$4,785,850 ","$840,000 ",Default Stride Loose,36412,0,Right,Michigan,1350,15,21460,Ambry Thomas,ThomasAmbry_21460,launch-ratings,published,
1521,49ers,QB,QB_StrongArm,3,Josh,Rosen,24,76,226,66,75,83,67,73,63,76,65,62,44,55,28,26,41,63,24,15,17,12,15,14,12,89,82,77,77,77,75,80,64,21,13,10,14,10,14,22,17,25,22,27,10,16,10,23,10,10,20,18,17,10,75,86,74,"$850,000 ",$0 ,Default,35471,3,Right,UCLA,9042,15,13094,Josh Rosen,RosenJosh_13094,launch-ratings,published,
1522,49ers,FS,S_Hybrid,43,Kai,Nacua,26,72,205,66,88,90,88,82,70,91,60,56,57,75,74,60,60,62,62,59,60,28,33,23,18,24,6,6,6,11,6,6,27,25,35,35,25,35,35,64,19,67,81,68,66,68,59,63,41,51,48,10,11,61,90,88,86,"$850,000 ",$0 ,Default Stride Loose,34761,4,Right,BYU,9250,15,12985,Kai Nacua,NacuaKai_12985,launch-ratings,published,
1523,49ers,DT,DT_RunStopper,90,Kevin,Givens,24,73,285,66,70,78,68,60,86,76,63,27,17,17,13,35,24,16,32,10,12,12,10,3,2,25,6,6,6,10,6,6,12,45,45,45,45,45,45,80,32,77,75,78,19,29,10,60,67,74,71,20,20,10,75,87,88,"$780,000 ",$0 ,Long Stride Awkward,35490,2,Right,Penn State,9472,15,20682,Kevin Givens,GivensKevin_20682,launch-ratings,published,
1524,49ers,WR,WR_DeepThreat,84,Kevin,White,29,75,216,66,91,90,85,82,70,87,55,69,64,76,77,52,61,81,78,80,82,74,67,69,67,35,15,10,10,19,15,15,22,46,23,16,44,27,25,45,25,42,33,33,25,30,44,31,30,25,35,20,20,62,81,74,81,"$1,350,000 ",$0 ,Default Stride Loose,33780,6,Right,West Virginia,7376,15,2436,Kevin White,WhiteKevin_2436,launch-ratings,published,
1525,49ers,SS,S_RunSupport,29,Talanoa,Hufanga,21,72,210,66,84,87,83,76,58,85,66,61,45,67,63,44,43,65,60,57,53,39,35,31,26,38,35,32,30,34,29,35,36,35,35,35,35,35,35,63,33,67,87,78,57,63,58,71,45,52,61,21,18,44,88,85,87,"$3,490,000 ","$240,000 ",Default Stride Loose,36557,0,Right,USC,1164,15,21488,Talanoa Hufanga,HufangaTalanoa_21488,launch-ratings,published,
1526,Seahawks,CB,CB_MantoMan,47,Jordan,Miller,24,74,190,66,89,90,86,84,50,88,65,65,54,74,65,36,38,60,66,51,60,45,24,14,11,36,6,6,6,10,6,6,14,35,35,35,35,35,35,48,18,48,49,70,67,68,71,61,35,45,44,26,26,62,91,83,79,"$1,350,000 ",$0 ,Short Stride Loose,35469,2,Right,Washington,9573,28,20706,Jordan Miller,MillerJordan_20706,launch-ratings,published,
1527,Seahawks,RG,G_Power,60,Phil,Haynes,25,76,322,66,66,80,61,51,91,76,68,45,9,10,10,25,10,15,45,15,15,15,15,5,5,25,6,6,6,11,6,6,12,67,68,66,68,70,66,82,75,41,25,35,12,12,10,35,22,16,33,11,11,10,80,89,85,"$2,540,000 ","$680,000 ",Default Stride Awkward,34991,2,Right,Wake Forest,9496,28,20663,Phil Haynes,HaynesPhil_20663,launch-ratings,published,
1528,Seahawks,DT,DT_SpeedRusher,92,Robert,Nkemdiche,26,75,296,66,75,84,80,58,82,84,63,43,30,44,30,45,41,52,47,27,31,15,24,17,13,23,6,6,6,15,6,6,12,47,46,45,45,45,45,84,15,79,81,81,40,44,13,59,63,71,62,17,17,9,75,84,85,"$2,500,000 ",$0 ,Long Stride Default,34596,4,Right,Ole Miss,8164,28,17684,Robert Nkemdiche,NkemdicheRobert_17684,launch-ratings,published,
1529,Seahawks,HB,HB_ElusiveBack,25,Travis,Homer,23,70,202,66,90,90,83,85,62,90,70,84,74,76,68,72,65,74,66,53,50,53,60,52,45,25,21,15,12,11,15,13,23,34,25,24,51,41,36,46,37,37,32,39,15,20,17,20,10,10,38,19,14,72,82,92,85,"$2,540,000 ","$120,000 ",Default Stride High and Tight,36014,2,Right,Miami,9507,28,20640,Travis Homer,HomerTravis_20640,launch-ratings,published,
1530,Buccaneers,HB,HB_ElusiveBack,30,C.J.,Prosise,27,73,225,66,88,89,81,79,69,84,73,76,76,82,76,73,74,78,71,63,60,64,72,65,58,21,29,20,18,11,27,18,19,40,16,15,51,40,35,32,34,30,21,38,14,19,16,20,11,12,26,19,20,52,85,75,78,"$1,420,000 ",$0 ,Default,34474,5,Right,Notre Dame,8183,6,17577,C.J. Prosise,ProsiseCJ_17577,launch-ratings,published,
1531,Buccaneers,WR,WR_DeepThreat,1,Jaelon,Darden,22,68,174,66,91,92,91,92,52,84,61,76,72,82,77,26,44,84,83,72,76,59,68,70,70,49,38,32,27,28,34,27,29,42,20,27,31,10,14,40,20,25,16,32,13,17,13,16,10,10,26,21,18,73,84,88,81,"$3,490,000 ","$680,000 ",Default,36174,0,Right,North Texas,0,6,21740,Jaelon Darden,DardenJaelon_21740,launch-ratings,published,
1532,Buccaneers,LT,OT_Power,72,Josh,Wells,30,78,306,66,61,76,65,48,84,78,75,55,5,10,10,25,10,10,40,15,15,15,15,5,5,10,6,6,6,10,6,6,12,66,70,64,72,74,70,77,74,34,30,33,11,12,10,15,10,10,25,11,11,10,83,90,74,"$990,000 ",$0 ,Default Stride Awkward,33283,7,Right,J. Madison,7372,6,2312,Josh Wells,WellsJosh_2312,launch-ratings,published,
1533,Titans,WR,WR_DeepThreat,10,Dez,Fitzpatrick,23,74,208,66,89,88,84,82,59,86,68,70,72,75,73,45,54,79,79,79,80,68,67,67,69,28,20,15,10,16,10,6,18,41,21,27,28,24,20,42,23,29,20,31,15,19,16,17,10,10,29,46,40,50,85,91,88,"$3,490,000 ","$780,000 ",Default Stride Loose,35781,0,Right,Louisville,1252,30,21613,Dez Fitzpatrick,FitzpatrickDez_21613,launch-ratings,published,
1534,Titans,TE,TE_Possession,87,Geoff,Swaim,27,76,260,66,81,84,74,63,74,85,71,73,47,64,65,65,68,61,81,73,75,64,65,60,54,35,15,10,6,10,10,6,17,61,57,62,57,56,52,73,58,35,12,35,19,20,10,19,10,10,51,22,22,35,77,80,72,"$500,000 ","$1,910,000 ",Default Stride Awkward,34228,6,Right,Texas,7823,30,2680,Geoff Swaim,SwaimGeoff_2680,launch-ratings,published,
1535,Titans,MLB,MLB_RunStopper,45,Justin,March,28,72,228,66,80,88,75,70,74,84,64,47,17,35,33,33,47,39,56,41,46,15,29,19,11,25,6,6,6,15,6,6,12,27,45,45,20,45,45,81,21,82,78,79,48,57,41,65,56,61,73,22,29,10,81,80,80,"$850,000 ",$0 ,Default Stride High and Tight,34155,6,Right,Akron,8376,30,12412,Justin March,MarchJustin_12412,launch-ratings,published,
1536,Titans,DT,DT_RunStopper,93,Teair,Tart,24,74,304,66,71,80,65,55,88,72,63,40,10,10,10,34,27,10,30,10,12,12,12,7,5,29,6,6,6,16,6,6,12,45,45,45,45,45,45,82,29,76,80,75,12,23,10,64,70,66,68,17,13,15,73,85,88,"$1,390,000 ",$0 ,Default Stride Awkward,35489,1,Right,FIU,1523,30,21435,Teair Tart,TartTeair_21435,launch-ratings,published,
1537,Titans,LE,DE_PowerRusher,97,Trevon,Coley,27,73,300,66,72,82,80,60,85,73,60,27,10,20,25,22,28,20,32,25,19,22,17,9,5,33,6,6,6,10,6,6,12,54,45,45,60,45,45,86,36,79,77,78,22,32,25,61,68,60,69,20,20,10,79,88,83,"$850,000 ",$0 ,Long Stride Loose,34528,4,Right,FAU,9161,30,12938,Trevon Coley,ColeyTrevon_12938,launch-ratings,published,
1538,Football Team,ROLB,OLB_PassCoverage,47,Khaleke,Hudson,23,71,224,66,87,89,84,78,68,80,66,60,46,68,60,60,58,63,60,51,56,23,34,24,16,25,6,6,6,10,6,6,12,45,44,44,45,44,43,66,13,76,84,80,62,66,62,64,48,58,63,19,19,10,90,89,92,"$3,300,000 ","$310,000 ",Short Stride Loose,35770,1,Right,Michigan,371,26,21146,Khaleke Hudson,HudsonKhaleke_21146,launch-ratings,published,
1539,Football Team,LT,OT_Agile,76,Sam,Cosmi,22,78,314,66,77,85,72,58,83,74,67,52,9,11,12,22,18,19,54,55,50,39,38,12,10,22,6,6,6,15,6,6,12,68,66,70,72,70,74,83,80,35,33,31,11,14,10,25,20,19,21,18,19,9,85,91,79,"$6,625,566 ","$2,170,000 ",Default Stride Awkward,36207,0,Right,Texas,824,26,21533,Sam Cosmi,CosmiSam_21533,launch-ratings,published,
1540,Cardinals,FS,S_RunSupport,38,James,Wiggins,24,71,209,65,91,91,77,75,68,90,67,57,57,72,65,56,59,72,66,60,62,35,33,31,27,24,6,6,6,11,6,6,27,35,35,35,35,35,35,58,27,68,87,78,58,62,60,61,40,44,50,10,11,75,88,84,86,"$3,490,000 ","$80,000 ",Default Stride Loose,35546,0,Right,Cincinnati,1204,7,21673,James Wiggins,WigginsJames_21673,launch-ratings,published,
1541,Cardinals,RT,OT_Power,71,Justin,Murray,28,77,315,65,73,83,59,50,80,72,81,64,7,10,10,20,19,10,42,25,15,40,15,5,5,30,6,6,6,10,6,6,12,68,70,67,67,70,64,75,77,41,20,29,13,15,10,20,25,15,39,22,21,10,85,87,80,"$5,000,000 ","$1,240,000 ",Default Stride Awkward,34060,5,Right,Cincinnati,8158,7,17923,Justin Murray,MurrayJustin_17923,launch-ratings,published,
1542,Cardinals,CB,CB_Zone,20,Marco,Wilson,22,72,187,65,92,91,87,86,66,94,62,53,44,68,61,31,32,53,58,52,61,36,34,24,22,34,6,6,6,15,6,6,15,35,35,35,35,35,35,46,15,43,46,60,63,69,65,59,45,53,45,21,15,58,87,82,85,"$3,490,000 ","$640,000 ",Short Stride Default,36222,0,Right,Florida,1124,7,21483,Marco Wilson,WilsonMarco_21483,launch-ratings,published,
1543,Cardinals,LE,DE_PowerRusher,91,Michael,Dogbe,25,75,284,65,70,85,68,55,87,72,58,40,15,34,25,25,10,10,36,15,15,26,11,6,6,10,6,6,6,10,6,6,12,45,45,45,45,45,45,81,12,77,77,79,15,25,25,55,69,63,71,16,12,10,73,89,87,"$1,350,000 ",$0 ,Default Stride Awkward,35190,2,Right,Temple,118,7,20560,Michael Dogbe,DogbeMichael_20560,launch-ratings,published,
1544,Cardinals,DT,DT_RunStopper,90,Rashard,Lawrence,22,74,308,65,70,83,52,47,84,70,67,36,12,18,23,33,22,15,30,12,15,15,12,5,5,23,6,6,6,10,6,6,12,45,45,45,45,45,45,80,29,74,78,78,12,16,16,65,69,64,69,17,12,9,80,84,90,"$3,300,000 ","$680,000 ",Default Stride Awkward,36065,1,Right,LSU,420,7,21288,Rashard Lawrence,LawrenceRashard_21288,launch-ratings,published,
1545,Cardinals,CB,CB_MantoMan,41,Tae,Hayes,24,69,188,65,87,90,87,88,60,84,61,64,61,77,70,29,42,74,70,63,65,14,21,15,11,22,15,10,5,12,6,6,17,35,35,35,35,35,35,47,13,51,51,71,66,69,73,59,29,37,55,14,10,50,85,87,83,"$780,000 ",$0 ,Short Stride Loose,35661,2,Right,Appalach. St.,340,7,20884,Tae Hayes,HayesTae_20884,launch-ratings,published,
1546,Falcons,CB,CB_Zone,34,Darren,Hall,21,71,189,65,90,90,80,84,59,91,66,53,40,66,58,42,39,48,65,59,63,39,21,11,10,27,6,6,6,16,6,6,10,35,35,35,35,35,35,43,21,59,63,66,59,65,70,67,41,48,45,21,15,50,89,86,84,"$3,490,000 ","$800,000 ",Short Stride Loose,36648,0,Right,San Diego St.,1217,14,21487,Darren Hall,HallDarren_21487,launch-ratings,published,
1547,Falcons,FS,S_RunSupport,32,Jaylinn,Hawkins,24,73,208,65,87,87,83,79,63,85,65,55,45,66,61,48,51,63,70,60,72,32,40,37,30,27,6,6,6,12,6,6,15,30,35,35,30,35,35,62,10,66,87,76,63,66,64,63,50,44,62,28,24,60,89,88,81,"$3,301,913 ","$670,000 ",Default Stride Loose,35667,1,Right,California,339,14,21272,Jaylinn Hawkins,HawkinsJaylinn_21272,launch-ratings,published,
1548,Ravens,LG,G_Power,66,Ben,Cleveland,23,78,343,65,71,80,67,49,90,70,66,14,12,11,10,32,26,10,12,13,15,13,12,5,5,23,5,5,5,10,5,5,12,70,74,66,63,66,60,70,75,31,30,17,11,11,10,17,21,12,35,13,12,10,78,88,85,"$4,820,533 ","$860,000 ",Default Stride Awkward,36032,0,Right,Georgia,733,25,21641,Ben Cleveland,ClevelandBen_21641,launch-ratings,published,
1549,Ravens,TE,TE_Possession,85,Eric,Tomlinson,29,78,263,65,78,81,69,63,79,78,71,69,49,64,63,66,69,62,74,75,75,62,64,61,56,35,35,33,30,10,35,22,18,61,55,60,60,56,59,70,66,42,60,45,24,34,25,32,40,33,58,15,14,25,78,91,74,"$1,500,000 ","$130,000 ",Long Stride High and Tight,33716,5,Right,UTEP,7614,25,2757,Eric Tomlinson,TomlinsonEric_2757,launch-ratings,published,
1550,Ravens,CB,CB_MantoMan,31,Khalil,Dorsey,23,69,181,65,93,91,88,87,51,84,59,60,52,75,64,19,33,70,64,59,63,26,34,32,37,35,6,6,6,15,6,6,10,35,35,35,35,35,35,50,17,60,68,74,64,61,67,56,32,35,54,14,13,65,91,85,83,"$780,000 ",$0 ,Short Stride Loose,35885,1,Right,N. Arizona,0,25,21422,Khalil Dorsey,DorseyKhalil_21422,launch-ratings,published,
1551,Ravens,CB,CB_Slot,29,Shaun,Wade,22,73,196,65,90,92,83,80,60,89,63,58,54,69,63,35,44,63,67,55,62,38,31,26,20,22,6,6,6,13,6,6,15,35,35,35,35,35,35,59,19,63,61,67,62,65,70,65,42,48,55,19,12,40,89,84,74,"$3,480,000 ","$320,000 ",Default Stride Loose,36054,0,Right,Ohio State,1342,25,21462,Shaun Wade,WadeShaun_21462,launch-ratings,published,
1552,Bills,LOLB,OLB_RunStopper,59,Andre,Smith,24,72,240,65,84,89,73,73,72,79,54,51,31,34,29,46,37,45,59,40,35,20,10,6,5,30,6,6,6,12,6,6,12,45,45,45,45,45,45,77,19,82,84,79,45,58,46,57,56,55,68,16,12,10,89,86,81,"$2,090,000 ","$300,000 ",Default Stride Loose,35540,3,Right,North Carolina,9059,3,13439,Andre Smith,SmithAndre_13439,launch-ratings,published,
1553,Bills,RT,OT_Power,68,Bobby,Hart,27,77,310,65,50,70,51,40,84,68,84,45,5,10,10,25,10,10,42,15,15,15,15,5,5,35,6,6,6,11,6,6,12,71,70,73,70,71,69,75,72,40,20,39,12,12,10,10,10,10,40,25,21,15,75,93,80,"$640,000 ","$350,000 ",Default Stride Awkward,34567,6,Right,Florida State,7492,3,2658,Bobby Hart,HartBobby_2658,launch-ratings,published,
1554,Bills,RE,DE_SmallerSpeedRusher,51,Bryan,Cox Jr,27,75,270,65,75,82,72,61,79,67,63,31,19,38,21,34,43,42,38,32,28,13,16,9,5,20,6,6,6,10,6,6,12,45,45,45,45,45,45,81,12,80,85,79,35,42,24,60,59,69,57,25,15,10,73,83,78,"$1,420,000 ",$0 ,Long Stride Default,34510,4,Right,Florida,8518,3,12626,Bryan Cox Jr,CoxJrBryan_12626,launch-ratings,published,
1555,Bills,WR,WR_DeepThreat,5,Marquez,Stevenson,23,70,182,65,91,89,88,87,54,82,65,70,71,79,78,39,41,83,79,75,76,58,70,69,71,26,15,10,6,19,10,6,26,38,15,21,26,16,18,37,21,23,17,33,14,19,14,17,10,10,23,21,15,84,82,85,76,"$3,490,000 ","$160,000 ",Default,35880,0,Right,Houston,0,3,21607,Marquez Stevenson,StevensonMarquez_21607,launch-ratings,published,
1556,Bills,ROLB,OLB_RunStopper,53,Tyrel,Dodson,23,72,237,65,86,88,74,70,74,84,63,45,20,32,30,33,25,31,60,24,50,12,10,5,5,34,6,6,6,10,6,6,12,45,45,45,45,45,45,75,17,77,79,76,54,57,31,66,51,58,67,18,13,10,85,88,88,"$1,390,000 ",$0 ,Default Stride Loose,35971,2,Right,Texas AM,9441,3,20597,Tyrel Dodson,DodsonTyrel_20597,launch-ratings,published,
1557,Panthers,DT,DT_RunStopper,93,Bravvion,Roy,24,73,331,65,67,81,57,53,87,75,61,42,21,33,27,46,38,34,36,28,34,15,15,7,3,21,6,6,6,10,6,6,12,45,45,45,45,45,45,87,31,78,82,77,26,32,16,63,71,66,67,16,11,15,74,88,85,"$3,300,000 ","$190,000 ",Default Stride Loose,35431,1,Right,Baylor,1516,21,21247,Bravvion Roy,RoyBravvion_21247,launch-ratings,published,
1558,Panthers,DT,DT_PowerRusher,92,Caraun,Reid,29,74,305,65,73,82,68,57,79,67,73,40,10,10,10,25,29,25,32,15,15,15,15,8,4,26,6,6,6,15,6,6,12,45,45,45,45,45,45,84,14,74,72,78,20,25,10,72,71,53,67,25,25,11,66,86,69,"$850,000 ",$0 ,Default Stride Awkward,33565,7,Right,Princeton,6973,21,2078,Caraun Reid,ReidCaraun_2078,launch-ratings,published,
1559,Panthers,LE,DE_SmallerSpeedRusher,55,Christian,Miller,25,75,244,65,77,86,71,68,71,91,65,38,19,23,18,24,26,31,34,22,21,12,12,5,5,21,6,6,6,11,6,6,12,45,45,45,45,45,45,77,18,76,78,80,46,56,30,67,60,69,67,17,11,10,75,86,78,"$3,110,000 ","$720,000 ",Long Stride Loose,35238,2,Right,Alabama,9572,21,20414,Christian Miller,MillerChristian_20414,launch-ratings,published,
1560,Panthers,RG,G_PassProtector,67,John,Miller,28,75,315,65,64,78,57,53,86,70,74,39,8,10,10,25,10,10,32,15,15,15,15,5,5,15,6,6,6,15,6,6,12,67,65,68,72,73,71,81,66,42,24,33,12,14,10,15,30,30,42,11,15,10,78,85,86,"$850,000 ","$140,000 ",Default Stride Awkward,34193,6,Right,Louisville,7242,21,2608,John Miller,MillerJohn_2608,launch-ratings,published,
1561,Panthers,CB,CB_Zone,28,Keith,Taylor,22,74,195,65,88,90,88,83,57,81,64,57,47,71,65,36,38,61,57,49,54,10,17,12,5,30,6,6,6,17,6,6,15,35,35,35,35,35,35,42,22,62,56,70,62,66,77,63,32,39,44,18,13,43,88,92,87,"$3,490,000 ","$300,000 ",Default Stride Loose,36119,0,Right,Washington,0,21,21706,Keith Taylor,TaylorKeith_21706,launch-ratings,published,
1562,Panthers,SS,S_Hybrid,38,Myles,Hartsfield,24,71,210,65,92,91,89,85,63,91,59,70,55,76,63,43,52,74,69,56,66,35,43,36,24,27,15,10,6,17,10,7,15,35,35,35,40,35,35,60,20,64,62,70,62,65,68,56,45,55,56,50,38,55,89,88,84,"$2,280,000 ","$10,000 ",Default Stride Loose,35647,1,Right,Ole Miss,1448,21,21402,Myles Hartsfield,HartsfieldMyles_21402,launch-ratings,published,
1563,Bears,SS,S_RunSupport,26,Deon,Bush,28,72,200,65,86,90,84,82,71,86,65,62,45,62,59,53,42,62,64,32,60,23,20,10,10,27,15,10,10,12,15,15,15,14,33,33,25,34,33,59,14,66,85,70,59,62,62,68,31,27,46,21,18,42,88,89,83,"$750,000 ","$750,000 ",Default Stride Loose,34195,5,Right,Miami,7926,1,17751,Deon Bush,BushDeon_17751,launch-ratings,published,
1564,Bears,CB,CB_MantoMan,20,Duke,Shelley,24,68,178,65,89,91,84,87,53,82,62,60,60,68,60,19,33,72,67,53,65,30,22,12,10,35,6,6,6,15,6,6,10,35,35,35,35,35,35,50,17,58,61,72,64,66,68,64,32,35,53,14,13,47,91,84,82,"$2,470,000 ","$120,000 ",Default Stride Loose,35346,2,Right,Kansas State,155,1,20752,Duke Shelley,ShelleyDuke_20752,launch-ratings,published,
1565,Bears,LOLB,OLB_SpeedRusher,99,Trevis,Gipson,24,75,255,65,83,87,79,71,79,82,59,34,18,32,27,32,32,30,37,19,22,13,15,8,4,20,6,6,6,14,6,6,12,45,45,45,45,45,45,78,14,79,81,77,38,46,34,58,62,67,68,16,12,10,78,90,85,"$3,300,000 ","$320,000 ",Long Stride Loose,35594,1,Right,Tulsa,299,1,21130,Trevis Gipson,GipsonTrevis_21130,launch-ratings,published,
1566,Bears,CB,CB_MantoMan,47,Xavier,Crawford,25,71,187,65,90,88,88,86,55,88,63,56,59,71,67,43,42,62,58,54,62,22,24,14,10,29,6,6,6,10,6,6,10,25,35,35,25,35,35,48,18,53,55,70,67,64,69,59,28,37,50,26,26,63,90,83,82,"$1,350,000 ",$0 ,Default Stride Loose,35043,3,Right,Central Michigan,9425,1,20701,Xavier Crawford,CrawfordXavier_20701,launch-ratings,published,
1567,Bengals,RE,DE_RunStopper,96,Cameron,Sample,21,75,274,65,78,85,71,66,78,87,58,36,15,35,27,25,28,25,35,24,24,13,14,6,3,27,6,6,6,10,6,6,12,45,45,45,45,45,45,80,18,81,80,80,38,47,36,62,66,60,70,30,30,6,81,88,82,"$3,490,000 ","$780,000 ",Default Stride Loose,36423,0,Right,Tulane,0,2,21687,Cameron Sample,SampleCameron_21687,launch-ratings,published,
1568,Browns,ROLB,OLB_RunStopper,52,Elijah,Lee,25,74,230,65,81,88,81,72,68,90,60,56,20,37,30,29,42,38,61,57,52,16,23,13,6,26,6,6,6,10,6,6,12,45,45,45,45,45,45,66,16,81,86,76,62,62,48,62,44,62,66,28,28,10,82,93,86,"$850,000 ",$0 ,Default Stride Loose,35103,4,Right,Kansas State,9223,5,12798,Elijah Lee,LeeElijah_12798,launch-ratings,published,
1569,Browns,HB,HB_PowerBack,49,John,Kelly,24,70,208,65,85,90,83,81,75,84,64,82,79,83,74,82,82,76,66,57,53,59,63,60,55,35,35,30,25,23,25,19,30,34,35,29,41,36,29,37,36,33,33,32,10,17,14,18,10,10,30,20,14,45,84,88,82,"$1,350,000 ",$0 ,Default Stride High and Tight,35342,3,Right,Tennessee,8959,5,13226,John Kelly,KellyJohn_13225,launch-ratings,published,
1570,Browns,SS,S_Zone,39,Richard,LeCounte III,22,71,196,65,81,84,80,74,53,79,73,62,49,74,65,36,32,77,69,63,66,44,41,36,32,42,36,34,31,31,44,26,39,35,35,35,35,35,35,61,28,58,79,79,61,70,64,72,33,39,53,21,17,50,90,85,78,"$3,490,000 ","$290,000 ",Short Stride Loose,36049,0,Right,Georgia,1344,5,21670,Richard LeCounte III,LeCounteIIIRichard_21670,launch-ratings,published,
1571,Browns,DT,DT_PowerRusher,92,Sheldon,Day,27,73,285,65,69,83,72,63,81,74,70,37,13,21,17,32,35,24,34,26,28,15,13,5,3,23,6,6,6,10,6,6,12,45,46,45,44,44,45,82,32,78,81,77,29,45,13,67,73,61,59,17,17,9,76,89,88,"$850,000 ",$0 ,Default Stride Awkward,34516,5,Right,Notre Dame,7971,5,17739,Sheldon Day,DaySheldon_17739,launch-ratings,published,
