ID,First Name,Last Name,Age,Height,Weight,Jersey,Position,Team,Archetype
1139,Dorian,O'Daniel,26,73,220,44,LOLB,Chiefs,OLB_PassCoverage
1140,Amik,Robertson,23,68,187,21,CB,Raiders,CB_MantoMan
1141,Blidi,Wreh-Wilson,31,73,190,34,CB,Raiders,CB_MantoMan
1142,Darius,Philon,27,73,286,96,DT,Raiders,DT_SpeedRusher
1143,Darron,Lee,26,73,232,58,ROLB,Raiders,OLB_RunStopper
1144,Divine,Deablo,23,75,226,49,SS,Raiders,S_RunSupport
1145,Marcus,Mariota,27,76,222,8,QB,Raiders,QB_Scrambler
1146,Theo,Riddick,30,69,201,35,HB,Raiders,HB_ReceivingBack
1147,Trey,Quinn,25,72,200,14,WR,Raiders,WR_Slot
1148,Christian,Covington,27,74,305,95,DT,Chargers,DT_RunStopper
1149,Ryan,Smith,27,71,189,23,CB,Chargers,CB_Slot
1150,Greg,Gaines,25,73,312,91,DT,Rams,DT_RunStopper
1151,Ogbonnia,Okoronkwo,26,74,253,45,ROLB,Rams,OLB_SpeedRusher
1152,Mack,Hollins,27,76,221,86,WR,Dolphins,WR_DeepThreat
1153,Ameer,Abdullah,28,69,203,31,HB,Vikings,HB_ElusiveBack
1154,Ezra,Cleveland,23,78,311,72,LT,Vikings,OT_Agile
1155,Jalyn,Holmes,25,77,283,90,LE,Vikings,DE_PowerRusher
1156,Kene,Nwangwu,23,72,210,26,HB,Vikings,HB_ElusiveBack
1157,Raekwon,McMillan,25,74,243,46,MLB,Patriots,MLB_RunStopper
1158,Alex,Armah Jr,27,74,253,40,FB,Saints,FB_Utility
1159,Noah,Spence,27,74,251,57,RE,Saints,DE_SmallerSpeedRusher
1160,Pete,Werner,23,75,235,20,ROLB,Saints,OLB_PassCoverage
1161,Shy,Tuttle,25,75,300,99,DT,Saints,DT_RunStopper
1162,Zack,Baun,24,74,225,53,LOLB,Saints,OLB_SpeedRusher
1163,C.J.,Board,27,73,181,18,WR,Giants,WR_DeepThreat
1164,Carter,Coughlin,24,75,236,49,LOLB,Giants,OLB_SpeedRusher
1165,Kelvin,Benjamin,30,77,240,83,TE,Giants,TE_VerticalThreat
1166,George,Fant,29,77,322,76,RT,Jets,OT_Agile
1167,Greg,Van Roten,31,75,303,62,RG,Jets,G_Power
1168,Javelin,Guidry,23,69,191,40,CB,Jets,CB_MantoMan
1169,Kyle,Phillips,24,76,273,93,RE,Jets,DE_PowerRusher
1170,Ryan,Griffin,31,78,255,86,TE,Jets,TE_Possession
1171,Ty,Johnson,23,71,210,25,HB,Jets,HB_ElusiveBack
1172,Andre,Dillard,25,77,315,77,LT,Eagles,OT_Agile
1173,Arryn,Siposs,28,74,212,8,P,Eagles,KP_Power
1174,John,Hightower,25,73,190,82,WR,Eagles,WR_DeepThreat
1175,Josiah,Scott,22,69,185,46,CB,Eagles,CB_MantoMan
1176,Kevon,Seymour,27,72,185,41,CB,Eagles,CB_MantoMan
1177,Richard,Rodgers,29,76,257,85,TE,Eagles,TE_VerticalThreat
1178,Ray-Ray,McCloud III,24,69,190,14,WR,Steelers,WR_Slot
1179,Robert,Spillane,25,73,229,41,MLB,Steelers,MLB_RunStopper
1180,Elijah,Mitchell,23,70,201,49,HB,49ers,HB_ElusiveBack
1181,Tarvarius,Moore,25,74,200,33,FS,49ers,S_Hybrid
1182,Alex,Collins,27,70,208,41,HB,Seahawks,HB_ElusiveBack
1183,Rasheem,Green,24,76,279,94,RE,Seahawks,DE_PowerRusher
1184,Anthony,Nelson,24,79,271,98,LOLB,Buccaneers,OLB_PowerRusher
1185,Curtis,Riley,29,72,190,39,FS,Buccaneers,S_Zone
1186,Joe,Tryon,22,77,259,9,ROLB,Buccaneers,OLB_SpeedRusher
1187,Ke'Shawn,Vaughn,24,70,214,21,HB,Buccaneers,HB_ElusiveBack
1188,Kevin,Minter,30,72,246,51,MLB,Buccaneers,MLB_RunStopper
1189,Chester,Rogers,27,72,184,80,WR,Titans,WR_Slot
1190,Dane,Cruikshank,26,73,206,29,SS,Titans,S_Hybrid
1191,Darrynton,Evans,23,70,203,32,HB,Titans,HB_ElusiveBack
1192,Antonio,Gandy-Golden,23,76,223,11,WR,Football Team,WR_Physical
1193,Benjamin,St-Juste,23,75,202,25,CB,Football Team,CB_MantoMan
1194,David,Mayo,28,74,245,51,LOLB,Football Team,OLB_RunStopper
1195,Greg,Stroman,25,71,182,37,CB,Football Team,CB_Zone
1196,Wes,Schweitzer,27,76,300,71,RG,Football Team,G_Agile
1197,Chris,Banjo,31,70,207,31,FS,Cardinals,S_Zone
1198,Lamont,Gaillard,25,75,305,53,C,Cardinals,C_Power
1199,Jacob,Tuioti-Mariner,25,74,285,91,LE,Falcons,DE_PowerRusher
1200,Marlon,Davidson,23,75,303,90,RE,Falcons,DE_RunStopper
1201,Mykal,Walker,24,75,230,43,MLB,Falcons,MLB_RunStopper
1202,Olamide,Zaccheaus,24,68,193,17,WR,Falcons,WR_DeepThreat
1203,Steven,Means,30,75,263,55,ROLB,Falcons,OLB_SpeedRusher
1204,Deon,Cain,25,74,202,17,WR,Ravens,WR_DeepThreat
1205,Geno,Stone,22,70,207,26,FS,Ravens,S_Zone
1206,Tylan,Wallace,22,71,190,16,WR,Ravens,WR_Physical
1207,Antonio,Williams,23,71,215,28,HB,Bills,HB_ElusiveBack
1208,Reggie,Gilliam,24,73,244,81,FB,Bills,FB_Utility
1209,Siran,Neal,27,72,206,33,CB,Bills,CB_Slot
1210,Tyrell,Adams,29,74,228,48,MLB,Bills,MLB_RunStopper
1211,Greg,Little,23,77,310,74,LT,Panthers,OT_Agile
1212,Trenton,Cannon,27,71,185,36,HB,Panthers,HB_ElusiveBack
1213,Angelo,Blackson,28,76,318,90,LE,Bears,DE_RunStopper
1214,Austin,Calitro,27,72,240,60,MLB,Bears,MLB_RunStopper
1215,Riley,Ridley,25,73,192,88,WR,Bears,WR_DeepThreat
1216,Teez,Tabor,24,72,201,37,CB,Bears,CB_MantoMan
1217,Billy,Price,26,76,310,53,RG,Bengals,G_Agile
1218,Renell,Wren,25,77,315,95,DT,Bengals,DT_RunStopper
1219,Tyler,Shelvin,23,74,346,99,DT,Bengals,DT_RunStopper
1220,D'Ernest,Johnson,25,70,208,30,HB,Browns,HB_ElusiveBack
1221,Jordan,Elliott,23,76,302,96,DT,Browns,DT_RunStopper
1222,M.J.,Stewart Jr,25,71,200,36,CB,Browns,CB_Slot
1223,Mack,Wilson,23,73,233,51,ROLB,Browns,OLB_RunStopper
1224,Ryan,Switzer,26,68,185,15,WR,Browns,WR_Slot
1225,Darian,Thompson,27,74,211,23,FS,Cowboys,S_Zone
1226,DeShawn,Williams,28,73,292,90,RE,Broncos,DE_RunStopper
1227,Duke,Dawson Jr,25,70,198,20,SS,Broncos,S_Hybrid
1228,Jamar,Johnson,21,72,197,41,FS,Broncos,S_Hybrid
1229,Halapoulivaati,Vaitai,28,78,320,72,RG,Lions,G_Power
1230,Julian,Okwara,23,76,252,99,LOLB,Lions,OLB_SpeedRusher
1231,Nick,Williams,31,76,308,97,DT,Lions,DT_RunStopper
1232,Amari,Rodgers,21,70,211,8,WR,Packers,WR_Slot
1233,Equanimeous,St. Brown,24,77,214,19,WR,Packers,WR_DeepThreat
1234,Jace,Sternberger,24,76,250,87,TE,Packers,TE_VerticalThreat
1235,Jordan,Love,22,76,219,10,QB,Packers,QB_StrongArm
1236,Ka'Dar,Hollman,26,72,196,29,CB,Packers,CB_MantoMan
1237,Lucas,Patrick,28,75,313,62,RG,Packers,G_Agile
1238,Tyler,Lancaster,26,75,313,95,RE,Packers,DE_RunStopper
1239,Derek,Rivers,27,77,250,95,LE,Texans,DE_SmallerSpeedRusher
1240,Donte,Moncrief,28,74,216,12,WR,Texans,WR_DeepThreat
1241,Hardy,Nickerson,27,72,235,56,MLB,Texans,MLB_RunStopper
1242,Tyrod,Taylor,32,73,217,5,QB,Texans,QB_Scrambler
1243,Isaac,Rochell,26,76,280,91,LE,Colts,DE_PowerRusher
1244,J.J.,Nelson,29,70,160,15,WR,Colts,WR_DeepThreat
1245,Jihad,Ward,27,77,287,59,RE,Jaguars,DE_PowerRusher
1246,Leon,Jacobs,25,74,245,48,LOLB,Jaguars,OLB_RunStopper
1247,Chad,Williams,26,73,204,84,WR,Chiefs,WR_DeepThreat
1248,Creed,Humphrey,23,77,312,52,C,Chiefs,C_Power
1249,Michael,Burton,29,72,240,45,FB,Chiefs,FB_Blocking
1250,Willie,Gay,23,73,243,50,ROLB,Chiefs,OLB_RunStopper
1251,Marcell,Ateman,26,76,216,88,WR,Raiders,WR_Physical
1252,Roderic,Teamer Jr,24,71,205,33,SS,Raiders,S_Zone
1253,Tyree,Gillespie,22,72,207,37,FS,Raiders,S_RunSupport
1254,Kyzir,White,25,74,218,44,MLB,Chargers,MLB_PassCoverage
1255,Kenny,Young,25,73,234,41,MLB,Rams,MLB_RunStopper
1256,Terrell,Lewis,23,77,262,52,LOLB,Rams,OLB_SpeedRusher
1257,Troy,Reeder,26,75,245,51,MLB,Rams,MLB_RunStopper
1258,Tutu,Atwell,21,69,160,15,WR,Rams,WR_Slot
1259,Adam,Shaheen,26,78,257,80,TE,Dolphins,TE_Possession
1260,Jamal,Perry,26,70,190,33,CB,Dolphins,CB_MantoMan
1261,John,Jenkins,32,75,333,90,LE,Dolphins,DE_RunStopper
1262,Liam,Eichenberg,23,78,306,74,RT,Dolphins,OT_Agile
1263,Lynn,Bowden Jr,23,71,204,6,WR,Dolphins,WR_DeepThreat
1264,Patrick,Laird,26,72,197,32,HB,Dolphins,HB_ElusiveBack
1265,Robert,Foster,27,74,196,16,WR,Dolphins,WR_DeepThreat
1266,Zach,Sieler,25,78,297,92,RE,Dolphins,DE_SmallerSpeedRusher
1267,Chad,Beebe,27,70,183,12,WR,Vikings,WR_Slot
1268,Greg,Joseph,27,72,208,1,K,Vikings,KP_Power
1269,Ryan,Connelly,25,74,236,57,ROLB,Vikings,OLB_RunStopper
1270,Tye,Smith,28,72,195,5,CB,Vikings,CB_MantoMan
1271,Brandon,Bolden,31,71,220,25,HB,Patriots,HB_ElusiveBack
1272,Cody,Davis,32,74,203,22,FS,Patriots,S_Hybrid
1273,J.J.,Taylor,23,65,185,42,HB,Patriots,HB_ElusiveBack
1274,Rhamondre,Stevenson,23,72,227,20,HB,Patriots,HB_ElusiveBack
1275,Marquez,Callaway,23,73,204,12,WR,Saints,WR_Physical
1276,Nick,Vannett,28,78,261,81,TE,Saints,TE_Possession
1277,Paulson,Adebo,22,73,198,29,CB,Saints,CB_MantoMan
1278,Payton,Turner,22,77,270,98,RE,Saints,DE_PowerRusher
1279,Ryan,Glasgow,27,75,300,95,DT,Saints,DT_RunStopper
1280,Aaron,Robinson,23,72,190,33,CB,Giants,CB_MantoMan
1281,Austin,Johnson,27,76,314,98,DT,Giants,DT_RunStopper
1282,Kaden,Smith,24,77,249,82,TE,Giants,TE_Possession
1283,Nick,Gates,25,77,307,65,C,Giants,C_Agile
1284,Quincy,Wilson,25,74,193,28,CB,Giants,CB_MantoMan
1285,Riley,Dixon,28,76,221,9,P,Giants,KP_Power
1286,Ryan,Anderson,27,74,253,46,ROLB,Giants,OLB_PowerRusher
1287,Sam,Beal,25,73,177,34,CB,Giants,CB_MantoMan
1288,Zach,Fulton,29,77,321,73,RG,Giants,G_Agile
1289,Bryce,Huff,23,75,255,47,RE,Jets,DE_SmallerSpeedRusher
1290,Chuma,Edoga,24,75,308,70,RT,Jets,OT_Agile
1291,Corey,Ballentine,25,71,191,27,CB,Jets,CB_MantoMan
1292,Dan,Feeney,27,76,310,67,C,Jets,C_Power
1293,Josh,Adams,24,74,225,36,HB,Jets,HB_ElusiveBack
1294,Genard,Avery,26,72,250,58,LOLB,Eagles,OLB_SpeedRusher
1295,Joe,Flacco,36,78,245,7,QB,Eagles,QB_FieldGeneral
1296,Aaron,Banks,23,77,325,65,RG,49ers,G_Power
1297,Bennie,Fowler III,30,73,218,8,WR,49ers,WR_DeepThreat
1298,Jalen,Hurd,25,76,230,14,WR,49ers,WR_Slot
1299,Marcell,Harris,27,72,215,36,SS,49ers,S_Hybrid
1300,Nathan,Gerry,26,74,230,47,ROLB,49ers,OLB_RunStopper
1301,Ben,Burr-Kirven,23,72,230,55,ROLB,Seahawks,OLB_RunStopper
1302,Brandon,Shell,29,77,324,72,RT,Seahawks,OT_PassProtector
1303,Jaydon,Mickens,27,70,170,85,WR,Buccaneers,WR_DeepThreat
1304,Rakeem,Nunez-Roches,28,74,307,56,DT,Buccaneers,DT_RunStopper
1305,Kendall,Lamm,29,77,310,71,LT,Titans,OT_Agile
1306,Tucker,McCann,23,72,218,7,K,Titans,KP_Power
1307,Cornelius,Lucas III,30,80,327,78,LT,Football Team,OT_Power
1308,Ricky,Seals-Jones,26,77,243,83,TE,Football Team,TE_VerticalThreat
1309,Kylie,Fitts,26,76,260,49,ROLB,Cardinals,OLB_SpeedRusher
1310,Leki,Fotu,23,77,330,95,RE,Cardinals,DE_RunStopper
1311,Tanner,Vallejo,26,73,230,51,MLB,Cardinals,MLB_RunStopper
1312,Deadrin,Senat,27,73,305,94,LE,Falcons,DE_PowerRusher
1313,Matt,Hennessy,23,76,307,61,C,Falcons,C_Agile
1314,T.J.,Green,26,75,215,39,SS,Falcons,S_Hybrid
1315,Davontae,Harris,26,71,200,33,CB,Ravens,CB_Zone
1316,Iman,Lewis-Marshall,24,73,210,37,CB,Ravens,CB_MantoMan
1317,Johnny,Townsend,26,73,205,18,P,Ravens,KP_Power
1318,Jordan,Richards,28,71,210,28,SS,Ravens,S_Zone
1319,Tyre,Phillips,24,77,331,74,RG,Ravens,G_Power
1320,Christian,Wade,30,69,196,45,HB,Bills,HB_ElusiveBack
1321,Duke,Williams,29,75,225,82,WR,Bills,WR_Physical
1322,Ike,Boettger,25,78,313,65,LG,Bills,G_Power
1323,Jaquan,Johnson,25,70,190,46,FS,Bills,S_RunSupport
1324,Daviyon,Nixon,22,75,305,94,DT,Panthers,DT_RunStopper
1325,Shi,Smith,22,70,186,12,WR,Panthers,WR_DeepThreat
1326,Jake,Butt,26,78,250,44,TE,Bears,TE_Possession
1327,Khyiris,Tonga,25,74,321,95,DT,Bears,DT_RunStopper
1328,Kindle,Vildor,23,70,190,22,CB,Bears,CB_MantoMan
1329,Marqui,Christian,26,71,207,43,SS,Bears,S_Zone
1330,Chris,Evans,23,71,219,25,HB,Bengals,HB_ElusiveBack
1331,Jackson,Carman,21,77,330,79,LG,Bengals,G_Power
1332,Joseph,Ossai,21,76,253,58,LE,Bengals,DE_PowerRusher
1333,Khalid,Kareem,23,76,268,90,LE,Bengals,DE_PowerRusher
1334,Pooka,Williams Jr,22,69,170,36,HB,Bengals,HB_ElusiveBack
1335,Stanley,Morgan Jr,24,72,205,17,WR,Bengals,WR_DeepThreat
1336,Anthony,Schwartz,20,72,186,10,WR,Browns,WR_DeepThreat
1337,Chris,Hubbard,30,76,295,74,RT,Browns,OT_Power
1338,Demetric,Felton,23,69,189,25,HB,Browns,HB_ElusiveBack
1339,C.J.,Goodwin,31,75,190,29,CB,Cowboys,CB_MantoMan
1340,Carlos,Watkins,27,75,305,91,DT,Cowboys,DT_RunStopper
1341,Jeremy,Sprinkle,27,77,252,87,TE,Cowboys,TE_Possession
1342,Malik,Turner,25,74,202,17,WR,Cowboys,WR_DeepThreat
1343,Steven,Parker,25,73,210,25,FS,Cowboys,S_Zone
1344,Andrew,Beck,25,75,255,83,FB,Broncos,FB_Utility
1345,Baron,Browning,22,75,241,56,MLB,Broncos,MLB_RunStopper
1346,Caden,Sterns,21,72,205,30,SS,Broncos,S_Zone
1347,McTelvin,Agim,23,75,309,95,LE,Broncos,DE_PowerRusher
1348,Mike,Boone,26,70,205,26,HB,Broncos,HB_ElusiveBack
1349,Amon-Ra,St. Brown,21,72,197,14,WR,Lions,WR_Physical
1350,Austin,Bryant,24,76,263,94,RE,Lions,DE_PowerRusher
1351,Charles,Harris,26,75,250,53,ROLB,Lions,OLB_SpeedRusher
1352,Ifeatu,Melifonwu,22,75,210,26,CB,Lions,CB_MantoMan
1353,John,Penisini,24,73,325,98,DT,Lions,DT_RunStopper
1354,Josh,Myers,23,77,310,71,C,Packers,C_Power
1355,Josiah,Deguara,24,75,238,81,TE,Packers,TE_Possession
1356,Kamal,Martin,23,75,240,54,MLB,Packers,MLB_RunStopper
1357,Kylin,Hill,23,70,215,32,HB,Packers,HB_ElusiveBack
1358,John,Reid,25,70,187,34,CB,Texans,CB_MantoMan
1359,Jonathan,Greenard,24,75,263,52,LE,Texans,DE_SmallerSpeedRusher
1360,Justin,McCray,29,75,317,64,LG,Texans,G_Agile
1361,Max,Scharping,25,78,327,74,LG,Texans,G_Power
1362,Vincent,Taylor,27,75,311,96,DT,Texans,DT_SpeedRusher
1363,Dayo,Odeyingbo,21,77,276,54,LE,Colts,DE_SmallerSpeedRusher
1364,Gary,Jennings,24,73,216,80,WR,Colts,WR_DeepThreat
1365,Isaiah,Rodgers,23,70,171,34,CB,Colts,CB_MantoMan
1366,Chris,Claybrooks,24,69,179,27,CB,Jaguars,CB_MantoMan
1367,Dare,Ogunbowale,27,70,210,33,HB,Jaguars,HB_ElusiveBack
1368,Rudy,Ford,26,71,204,5,SS,Jaguars,S_Hybrid
1369,Walker,Little,22,79,309,72,RT,Jaguars,OT_Agile
1370,Darwin,Thompson,24,68,200,34,HB,Chiefs,HB_ElusiveBack
1371,Mike,Danna,23,74,261,51,RE,Chiefs,DE_PowerRusher
1372,John,Simpson,24,76,321,76,RG,Raiders,G_Power
1373,Keelan,Doss,25,75,215,18,WR,Raiders,WR_DeepThreat
1374,Joe,Reed,23,73,224,12,WR,Chargers,WR_Slot
1375,Josh,Palmer,21,73,210,5,WR,Chargers,WR_DeepThreat
1376,Tevaughn,Campbell,28,72,200,20,CB,Chargers,CB_MantoMan
1377,Bobby,Brown III,21,76,325,95,LE,Rams,DE_RunStopper
1378,Joseph,Noteboom,26,77,322,70,RG,Rams,G_Agile
1379,Duke,Riley,27,73,230,45,MLB,Dolphins,MLB_RunStopper
1380,Hunter,Long,23,77,254,84,TE,Dolphins,TE_VerticalThreat
1381,Jacoby,Brissett,28,76,235,14,QB,Dolphins,QB_FieldGeneral
1382,Jesse,Davis,29,78,310,77,LT,Dolphins,OT_Agile
1383,Sam,Eguavoen,28,72,236,49,ROLB,Dolphins,OLB_SpeedRusher
1384,Chazz,Surratt,24,74,227,41,ROLB,Vikings,OLB_RunStopper
1385,Harrison,Hand,22,71,197,38,CB,Vikings,CB_MantoMan
1386,Kellen,Mond,22,75,217,11,QB,Vikings,QB_Scrambler
1387,Troy,Dye,24,75,231,45,LOLB,Vikings,OLB_PassCoverage
1388,Tyler,Conklin,26,75,254,83,TE,Vikings,TE_VerticalThreat
1389,Akeem,Spence,29,73,307,52,DT,Patriots,DT_SpeedRusher
1390,Anfernee,Jennings,24,74,259,58,LOLB,Patriots,OLB_PowerRusher
1391,Byron,Cowart,24,75,300,99,DT,Patriots,DT_RunStopper
1392,Devin,Smith,29,73,199,82,WR,Patriots,WR_DeepThreat
1393,Harvey,Langi,28,74,252,48,MLB,Patriots,MLB_RunStopper
1394,Justin,Bethel,31,72,200,29,CB,Patriots,CB_MantoMan
1395,Montravius,Adams,26,76,305,90,RE,Patriots,DE_PowerRusher
1396,Terez,Hall,24,74,235,59,MLB,Patriots,MLB_RunStopper
1397,Carl,Granderson,24,77,261,96,LE,Saints,DE_SmallerSpeedRusher
1398,Dwayne,Washington,27,73,223,24,HB,Saints,HB_ElusiveBack
1399,Taysom,Hill,31,74,221,7,QB,Saints,QB_Scrambler
1400,Jonotthan,Harrison,30,76,300,64,C,Giants,C_Power
1401,Matthew,Peart,24,79,318,74,RT,Giants,OT_Agile
1402,Jamien,Sherwood,21,74,216,44,SS,Jets,S_RunSupport
1403,Josh,Malone,25,75,208,83,WR,Jets,WR_DeepThreat
1404,Sam,Ficken,28,73,191,9,K,Jets,KP_Power
1405,Hassan,Ridgeway,26,75,305,98,DT,Eagles,DT_PowerRusher
1406,Marcus,Epps,25,72,191,22,SS,Eagles,S_Hybrid
1407,Anthony,McFarland,22,68,193,26,HB,Steelers,HB_ElusiveBack
1408,Antoine,Brooks Jr,23,71,210,25,SS,Steelers,S_RunSupport
1409,Dontae,Johnson,29,74,200,27,CB,49ers,CB_Zone
1410,Ross,Dwelley,26,77,235,82,TE,49ers,TE_Possession
1411,Tom,Compton,32,78,315,66,RG,49ers,G_Power
1412,Darrell,Taylor,24,76,267,52,LE,Seahawks,DE_SmallerSpeedRusher
1413,Ryan,Neal,25,75,200,26,SS,Seahawks,S_Hybrid
1414,Jeremiah,Ledbetter,27,75,295,95,LE,Buccaneers,DE_SmallerSpeedRusher
1415,Justin,Watson,26,75,211,17,WR,Buccaneers,WR_DeepThreat
1416,Cameron,Batson,25,68,175,13,WR,Titans,WR_DeepThreat
1417,Derick,Roberson,25,75,250,50,LOLB,Titans,OLB_SpeedRusher
1418,Elijah,Molden,22,70,192,24,CB,Titans,CB_Slot
1419,Monty,Rice,22,72,233,56,MLB,Titans,MLB_RunStopper
1420,Darrick,Forrest,22,72,206,48,FS,Football Team,S_Hybrid
1421,Eno,Benjamin,22,69,207,26,HB,Cardinals,HB_ElusiveBack
1422,Josh,Jones,24,77,319,79,LT,Cardinals,OT_Power
1423,Khalfani,Muhammad,26,67,174,41,HB,Cardinals,HB_ElusiveBack
1424,Jalen,Mayfield,21,77,319,77,LG,Falcons,G_Power
1425,Jonathan,Bullard,27,75,290,99,RE,Falcons,DE_PowerRusher
1426,Ta'Quon,Graham,22,75,294,95,LE,Falcons,DE_PowerRusher
1427,Brandon,Stephens,23,72,213,21,CB,Ravens,CB_Zone
1428,Chris,Board,26,74,237,49,MLB,Ravens,MLB_FieldGeneral
1429,James,Proche,24,71,201,11,WR,Ravens,WR_DeepThreat
1430,Josh,Oliver,24,77,250,84,TE,Ravens,TE_VerticalThreat
1431,Damar,Hamlin,23,73,201,31,FS,Bills,S_Zone
1432,Dane,Jackson,24,71,180,30,CB,Bills,CB_MantoMan
1433,Tyler,Matakevich,28,73,235,44,MLB,Bills,MLB_RunStopper
1434,Austin,Larkin,26,75,265,96,LE,Panthers,DE_SmallerSpeedRusher
1435,Brady,Christensen,24,77,302,70,LT,Panthers,OT_Power
1436,Dennis,Daley,25,78,323,65,LG,Panthers,G_Power
1437,Julian,Stanford,30,73,230,50,LOLB,Panthers,OLB_SpeedRusher
1438,Juston,Burris,28,72,212,31,SS,Panthers,S_Hybrid
1439,Keith,Kirkwood,26,75,210,18,WR,Panthers,WR_DeepThreat
1440,Kenny,Robinson Jr,22,74,200,27,FS,Panthers,S_Zone
1441,Sam,Franklin,25,74,210,42,SS,Panthers,S_Zone
1442,James,Vaughters,28,73,256,93,LOLB,Bears,OLB_PowerRusher
1443,Joel,Iyiegbuniwe,25,73,232,45,MLB,Bears,MLB_RunStopper
1444,Jordan,Evans,26,75,242,50,LOLB,Bengals,OLB_RunStopper
1445,Mike,Thomas,27,73,189,80,WR,Bengals,WR_DeepThreat
1446,Trayveon,Williams,23,68,206,32,HB,Bengals,HB_ElusiveBack
1447,Case,Keenum,33,73,215,5,QB,Browns,QB_Improviser
1448,Curtis,Weaver,23,74,265,59,LE,Browns,DE_PowerRusher
1449,Marvin,Wilson,22,76,303,65,DT,Browns,DT_RunStopper
1450,Nick,Harris,22,73,302,53,C,Browns,C_Agile
1451,Bradlee,Anae,23,75,257,56,LE,Cowboys,DE_PowerRusher
1452,Chauncey,Golston,23,77,268,59,RE,Cowboys,DE_RunStopper
1453,Jabril,Cox,23,75,232,48,ROLB,Cowboys,OLB_PassCoverage
1454,Johnnie,Dixon,26,71,198,6,WR,Cowboys,WR_DeepThreat
1455,Quinton,Bohanna,22,76,360,98,DT,Cowboys,DT_RunStopper
1456,Simi,Fehoko,23,76,222,81,WR,Cowboys,WR_DeepThreat
1457,Tyler,Biadasz,23,75,314,63,C,Cowboys,C_Agile
1458,Amara,Darboh,27,74,216,84,WR,Broncos,WR_DeepThreat
1459,Cameron,Fleming,28,78,320,73,RT,Broncos,OT_Agile
1460,Damion,Willis,24,75,204,17,WR,Broncos,WR_DeepThreat
1461,Essang,Bassey,23,69,190,34,CB,Broncos,CB_Zone
1462,Quinn,Meinerz,22,75,320,77,LG,Broncos,G_Agile
1463,Derrick,Barnes,22,73,238,55,LOLB,Lions,OLB_PowerRusher
1464,Jalen,Reeves-Maybin,26,72,233,44,MLB,Lions,MLB_FieldGeneral
1465,Reggie,Gilbert,28,75,261,45,ROLB,Lions,OLB_SpeedRusher
1466,Juwann,Winfree,24,73,210,88,WR,Packers,WR_Slot
1467,Oren,Burks,26,75,233,42,MLB,Packers,MLB_PassCoverage
1468,Ryan,Winslow,27,77,219,45,P,Packers,KP_Power
1469,Ty,Summers,25,73,241,44,MLB,Packers,MLB_RunStopper
1470,Isaiah,Coulter,22,74,198,82,WR,Texans,WR_DeepThreat
1471,Tremon,Smith,25,70,190,24,CB,Texans,CB_MantoMan
1472,Andrew,Brown,25,75,290,65,DT,Colts,DT_RunStopper
1473,Matthew,Adams,25,72,229,49,LOLB,Colts,OLB_RunStopper
1474,Shawn,Davis,22,71,205,31,FS,Colts,S_Hybrid
1475,Taylor,Stallworth,26,74,305,95,DT,Colts,DT_RunStopper
1476,Daniel,Thomas,23,70,215,20,SS,Jaguars,S_RunSupport
1477,Lerentee,McCray,31,75,249,55,LE,Jaguars,DE_PowerRusher
1478,Shaquille,Quarterman,23,73,234,50,MLB,Jaguars,MLB_RunStopper
1479,Tim,Tebow,34,75,255,85,TE,Jaguars,TE_VerticalThreat
1480,Tyler,Shatley,30,75,310,69,C,Jaguars,C_Power
1481,Cornell,Powell,23,72,205,14,WR,Chiefs,WR_Slot
1482,Daurice,Fountain,25,74,210,82,WR,Chiefs,WR_Physical
1483,Tanner,Muse,24,74,227,55,ROLB,Raiders,OLB_RunStopper
1484,Alohi,Gilman,23,71,201,32,SS,Chargers,S_Hybrid
1485,Chris,Rumph II,22,75,230,94,LOLB,Chargers,OLB_SpeedRusher
1486,Gabe,Nabers,23,75,235,40,FB,Chargers,FB_Utility
1487,Ty,Long,28,74,205,1,P,Chargers,KP_Power
1488,Austin,MacGinnis,26,70,195,18,K,Rams,KP_Power
1489,Brandon,Wright,24,70,182,16,P,Rams,KP_Power
1490,Jake,Funk,23,70,204,34,HB,Rams,HB_ElusiveBack
1491,Durham,Smythe,26,78,260,81,TE,Dolphins,TE_Possession
1492,Armon,Watts,25,77,295,96,DT,Vikings,DT_RunStopper
1493,Cameron,Smith,24,74,238,32,MLB,Vikings,MLB_RunStopper
1494,Hercules,Mata'afa,25,74,265,50,LE,Vikings,DE_SmallerSpeedRusher
1495,Ihmir,Smith-Marsette,22,73,181,15,WR,Vikings,WR_DeepThreat
1496,Mason,Cole,25,77,292,52,C,Vikings,C_Agile
1497,Wyatt,Davis,22,76,315,51,RG,Vikings,G_Power
1498,Carl,Davis,29,77,320,98,DT,Patriots,DT_RunStopper
1499,Dalton,Keene,22,76,253,44,TE,Patriots,TE_Possession
1500,Devin,Asiasi,24,75,257,86,TE,Patriots,TE_Possession
1501,Gunner,Olszewski,24,72,190,80,WR,Patriots,WR_Slot
1502,James,Hurst,29,77,310,74,RT,Saints,OT_Power
1503,Jeff,Smith,24,73,195,16,WR,Jets,WR_DeepThreat
1504,Justin,Hardee Sr,27,73,200,34,CB,Jets,CB_MantoMan
1505,La'Mical,Perine,23,71,216,22,HB,Jets,HB_PowerBack
1506,Michael,Carter II,22,70,184,30,CB,Jets,CB_Slot
1507,Vyncint,Smith,25,75,202,17,WR,Jets,WR_DeepThreat
