,index,height,weight,birthDate,collegeName,position,displayName
1254,1254,74,251,1996-12-28,Southern California,LB,Uchenna Nwosu
1255,1255,74,239,1994-04-27,Georgia Southern,ILB,Ukeme Eligwe
1256,1256,76,267,1990-06-13,Rice,TE,Vance McDonald
1257,1257,6-3,248,01/31/1984,Maryland,TE,Vernon Davis
1258,1258,70,204,1995-06-03,Florida,CB,Vernon Hargreaves III
1259,1259,75,246,1992-07-08,Clemson,DE,Vic Beasley
1260,1260,68,178,1995-04-04,Oregon State,WR,Victor Bolden
1261,1261,75,246,1993-07-02,Wisconsin,LB,Vince Biegel
1262,1262,73,233,1989-12-27,Florida State,ILB,Vince Williams
1263,1263,6-0,240,09/06/1987,Duke,OLB,Vincent Rey
1264,1264,75,279,1988-06-30,Marshall,DE,Vinny Curry
1265,1265,77,255,1988-08-03,Nevada,TE,Virgil Green
1266,1266,76,347,1995-02-05,Washington,DT,Vita Vea
1267,1267,75,250,1989-03-26,Texas A&M,OLB,Von Miller
1268,1268,71,205,1994-12-12,Ohio State,FS,Vonn Bell
1269,1269,5-11,207,05/27/1988,Illinois,CB,Vontae Davis
1270,1270,73,255,1990-09-24,Arizona State,OLB,Vontaze Burfict
1271,1271,75,202,1996-06-09,Limestone,WR,Vyncint Smith
1272,1272,73,200,1991-06-19,Liberty,CB,Walt Aikens
1273,1273,72,210,1994-10-01,Clemson,RB,Wayne Gallman
1274,1274,70,208,1994-01-20,West Virginia,RB,Wendell Smallwood
1275,1275,72,233,1986-07-21,Kentucky,ILB,Wesley Woodyard
1276,1276,76,258,1990-07-21,Illinois,OLB,Whitney Mercilus
1277,1277,73,235,1989-09-19,Nebraska,ILB,Will Compton
1278,1278,76,267,1996-07-08,Washington,TE,Will Dissly
1279,1279,72,184,1994-04-16,Notre Dame,WR,Will Fuller
1280,1280,73,194,1994-07-29,Arizona,FS,Will Parks
1281,1281,71,186,1993-12-28,Mississippi State,S,Will Redmond
1282,1282,78,281,1991-07-31,Michigan State,DE,William Gholston
1283,1283,72,196,1992-10-27,Houston,CB,William Jackson
1284,1284,75,291,1994-03-20,Michigan,DT,Willie Henry
1285,1285,71,205,1992-10-17,Ball State,WR,Willie Snead
1286,1286,73,200,1993-07-04,Baylor,CB,Xavien Howard
1287,1287,76,261,1992-09-22,Southern California,TE,Xavier Grimble
1288,1288,73,218,1990-06-19,Florida State,CB,Xavier Rhodes
1289,1289,71,202,1995-07-26,Louisiana Tech,FS,Xavier Woods
1290,1290,74,246,1995-03-31,Maryland,DE,Yannick Ngakoue
1291,1291,76,272,1992-09-08,Kentucky,OLB,Za'Darius Smith
1292,1292,6-1,250,10/23/1989,North Carolina,ILB,Zach Brown
1293,1293,75,238,1994-12-02,Vanderbilt,ILB,Zach Cunningham
1294,1294,77,250,1990-11-10,Stanford,TE,Zach Ertz
1295,1295,73,233,1990-04-26,Southern Methodist,FB,Zach Line
1296,1296,74,214,1994-12-18,Old Dominion,WR,Zach Pascal
1297,1297,6-2,238,03/28/1991,Utah State,MLB,Zach Vigil
1298,1298,75,255,1993-01-10,Southern Methodist,LS,Zach Wood
1299,1299,5-11,224,09/13/1991,South Dakota,RB,Zach Zenner
1300,1300,72,236,1996-07-02,Syracuse,ILB,Zaire Franklin
1301,1301,74,200,1995-03-30,East Carolina,WR,Zay Jones
1302,1302,74,214,1996-06-09,Washington,LB,Zeke Turner
